exp_id,mode,pillar,seed,model_id,prompt_id,collapse_run,collapse_reason,core_collapse_run,core_collapse_reason,budget_exhausted,collapse_core,collapse_core_reason,stop_aux,stop_aux_reason,intervene_bin,n_tokens_total,n_interventions,intervene_density,H_pre,runtime_sec,extra_tokens_due_to_intervention
vNEXT-0.1,baseline,HUM,25,gpt2,25,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,52,0,0.0,,1.0357556343078613,0.0
vNEXT-0.1,baseline,HUM,26,gpt2,26,1,REP,1,REP,0,1,REP,0,NONE,0,104,0,0.0,,4.064438104629517,0.0
vNEXT-0.1,baseline,HUM,27,gpt2,27,1,REP,1,REP,0,1,REP,0,NONE,0,137,0,0.0,,6.528769016265869,0.0
vNEXT-0.1,baseline,HUM,28,gpt2,28,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,51,0,0.0,,1.4461097717285156,0.0
vNEXT-0.1,baseline,HUM,29,gpt2,29,1,REP,1,REP,0,1,REP,0,NONE,0,172,0,0.0,,8.492034196853638,0.0
vNEXT-0.1,controlled,HUM,0,gpt2,0,0,NONE,1,REP,1,1,REP,0,NONE,1,119,6,0.05042016806722689,101.0,4.17591404914856,44.0
vNEXT-0.1,controlled,HUM,1,gpt2,1,0,NONE,1,REP,1,1,REP,0,NONE,1,129,6,0.046511627906976744,111.0,5.436415910720825,31.0
vNEXT-0.1,controlled,HUM,2,gpt2,2,0,NONE,1,REP,1,1,REP,0,NONE,1,207,6,0.028985507246376812,124.0,10.21656084060669,13.0
vNEXT-0.1,controlled,HUM,3,gpt2,3,0,NONE,1,REP,1,1,REP,0,NONE,1,117,6,0.05128205128205128,86.0,4.790927886962891,37.0
vNEXT-0.1,controlled,HUM,4,gpt2,4,0,NONE,0,NONE,0,0,NONE,0,NONE,1,533,4,0.0075046904315197,135.0,47.800581216812134,17.0
vNEXT-0.1,controlled,HUM,5,gpt2,5,0,NONE,1,REP,1,1,REP,0,NONE,1,122,6,0.04918032786885246,68.0,5.456861734390259,47.0
vNEXT-0.1,controlled,HUM,6,gpt2,6,0,NONE,0,NONE,0,0,NONE,0,NONE,1,543,5,0.009208103130755065,33.0,49.84717106819153,45.0
vNEXT-0.1,controlled,HUM,7,gpt2,7,0,NONE,1,REP,1,1,REP,0,NONE,1,505,6,0.011881188118811881,198.0,39.356831312179565,0.0
vNEXT-0.1,controlled,HUM,8,gpt2,8,0,NONE,1,REP,1,1,REP,0,NONE,1,97,6,0.061855670103092786,64.0,3.985684871673584,53.0
vNEXT-0.1,controlled,HUM,9,gpt2,9,0,NONE,1,REP,1,1,REP,0,NONE,1,387,6,0.015503875968992248,184.0,26.4334077835083,0.0
vNEXT-0.1,controlled,HUM,10,gpt2,10,0,NONE,1,REP,1,1,REP,0,NONE,1,159,6,0.03773584905660377,54.0,8.117936849594116,36.0
vNEXT-0.1,controlled,HUM,11,gpt2,11,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,35,0,0.0,,0.6184389591217041,0.0
vNEXT-0.1,controlled,HUM,12,gpt2,12,0,NONE,1,REP,1,1,REP,0,NONE,1,387,6,0.015503875968992248,147.0,30.77391791343689,5.0
vNEXT-0.1,controlled,HUM,13,gpt2,13,0,NONE,1,REP,1,1,REP,0,NONE,1,243,6,0.024691358024691357,126.0,15.676440954208374,11.0
vNEXT-0.1,controlled,HUM,14,gpt2,14,0,NONE,1,REP,1,1,REP,0,NONE,1,118,6,0.05084745762711865,67.0,5.960909843444824,48.0
vNEXT-0.1,controlled,HUM,15,gpt2,15,0,NONE,1,REP,1,1,REP,0,NONE,1,117,6,0.05128205128205128,91.0,5.330665111541748,45.0
vNEXT-0.1,controlled,HUM,16,gpt2,16,0,NONE,1,REP,1,1,REP,0,NONE,1,212,6,0.02830188679245283,147.0,11.377766847610474,4.0
vNEXT-0.1,controlled,HUM,17,gpt2,17,0,NONE,1,REP,1,1,REP,0,NONE,1,286,6,0.02097902097902098,181.0,19.164536237716675,5.0
vNEXT-0.1,controlled,HUM,18,gpt2,18,0,NONE,1,REP,1,1,REP,0,NONE,1,326,6,0.018404907975460124,192.0,22.323927640914917,0.0
vNEXT-0.1,controlled,HUM,19,gpt2,19,0,NONE,1,REP,1,1,REP,0,NONE,1,172,6,0.03488372093023256,126.0,8.5759117603302,15.0
vNEXT-0.1,controlled,HUM,20,gpt2,20,0,NONE,1,REP,1,1,REP,0,NONE,1,201,6,0.029850746268656716,171.0,10.582127094268799,0.0
vNEXT-0.1,controlled,HUM,21,gpt2,21,0,NONE,1,REP,1,1,REP,0,NONE,1,127,6,0.047244094488188976,109.0,5.678004026412964,36.0
vNEXT-0.1,controlled,HUM,22,gpt2,22,0,NONE,1,REP,1,1,REP,0,NONE,1,114,6,0.05263157894736842,73.0,5.112622022628784,41.0
vNEXT-0.1,controlled,HUM,23,gpt2,23,0,NONE,1,REP,1,1,REP,0,NONE,1,183,6,0.03278688524590164,131.0,9.49121904373169,19.0
vNEXT-0.1,controlled,HUM,24,gpt2,24,0,NONE,1,REP,1,1,REP,0,NONE,1,109,6,0.05504587155963303,83.0,4.4842798709869385,48.0
vNEXT-0.1,controlled,HUM,25,gpt2,25,0,NONE,1,REP,1,1,REP,0,NONE,1,89,6,0.06741573033707865,52.0,3.204622983932495,64.0
vNEXT-0.1,controlled,HUM,26,gpt2,26,0,NONE,1,REP,1,1,REP,0,NONE,1,122,6,0.04918032786885246,104.0,5.2946648597717285,33.0
vNEXT-0.1,controlled,HUM,27,gpt2,27,0,NONE,1,REP,1,1,REP,0,NONE,1,223,6,0.026905829596412557,137.0,12.287359952926636,8.0
vNEXT-0.1,controlled,HUM,28,gpt2,28,0,NONE,1,REP,1,1,REP,0,NONE,1,95,6,0.06315789473684211,51.0,4.101506948471069,76.0
vNEXT-0.1,controlled,HUM,29,gpt2,29,0,NONE,1,REP,1,1,REP,0,NONE,1,239,6,0.02510460251046025,172.0,13.643933773040771,7.0
vNEXT-0.1,baseline,META,0,gpt2,0,1,REP,1,REP,0,1,REP,0,NONE,0,127,0,0.0,,5.859751224517822,0.0
vNEXT-0.1,baseline,META,1,gpt2,1,1,REP,1,REP,0,1,REP,0,NONE,0,160,0,0.0,,7.981523275375366,0.0
vNEXT-0.1,baseline,META,2,gpt2,2,1,REP,1,REP,0,1,REP,0,NONE,0,177,0,0.0,,9.182007789611816,0.0
